"safegraph_place","visitor_home_cbg","total_visitors"
"sg:3ac43ac7989b40c386fc8ba2448a22ef",10030103003,5
"sg:5597636f115c41a380c25a7530bd7ce1",10730111101,4
"sg:f7699f537a574c5ab5c5f7a17054097f",11150405011,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",11170303301,6
"sg:427a8540011e4ad7846df1f03f069f1b",11250126001,4
"sg:d2830aa191b448138d8e9761234a1e28",20900007002,4
"sg:427a8540011e4ad7846df1f03f069f1b",50070201012,4
"sg:f7699f537a574c5ab5c5f7a17054097f",50554805003,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",60730136013,4
"sg:8e8a2d1512594dbfb316989199e030f6",60730136013,4
"sg:546914554ded41cf8cd1cdc11cea30ac",60855081021,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",80050848002,6
"sg:8e8a2d1512594dbfb316989199e030f6",80050848002,4
"sg:b8388a90e0aa4be592ccc2185e8b28b1",80410051083,4
"sg:6cc5e8cb83a84370b6dee7a5b1864226",80679707042,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",90010304001,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",100030013004,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",100050510042,4
"sg:8e8a2d1512594dbfb316989199e030f6",100050513063,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",110010016004,8
"sg:7cc0f8bf550343daace4e4c6475cab8f",110010016004,12
"sg:8754b23c61b84add83913e2957ebf833",110010016004,8
"sg:bd537848cce7430e94c602c527e83fb3",110010016004,4
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",110010029002,4
"sg:eb127029aba64da0a208641c774cd760",110010029002,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",110010053012,4
"sg:1f366bfe14814bccbbc962d3971db81c",110010099012,16
"sg:2b12c241bd94430ab78509382bf93841",110010106002,4
"sg:a2fc769ad104456e89b5e7613979a356",120010015191,4
"sg:bca668d773384b9096f2c71525252472",120050027043,4
"sg:65d2c0b437704107b0f2f9d1afb05a7c",120110433021,4
"sg:25d381c5fd4e40b4a1e5a42253683166",120110706012,4
"sg:427a8540011e4ad7846df1f03f069f1b",120210101023,4
"sg:8754b23c61b84add83913e2957ebf833",120270104032,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",120310143283,4
"sg:427a8540011e4ad7846df1f03f069f1b",120330012022,4
"sg:005837d9f50f45079db676fec7d1039c",120350601072,4
"sg:9df450dfc3af4ef2a69c8d84af1cf365",120570109001,4
"sg:163d96d4a62e408784981b31f6b98ce6",120570128002,4
"sg:427a8540011e4ad7846df1f03f069f1b",120610506032,4
"sg:6f8d2cef6fce4472911012a41bf03975",120710019101,4
"sg:8a483bdf17ea4451bbe7029bc41267d3",120710019132,4
"sg:8144cd3a2ac44a03a4e764b739d27355",120730024082,4
"sg:50d01bc4b6a6456182c8cd7d35b62043",120850002002,4
"sg:4c805d827ceb4ea19787fca6b2a877cf",120860008051,4
"sg:bd537848cce7430e94c602c527e83fb3",120860026002,4
"sg:f7699f537a574c5ab5c5f7a17054097f",120860101931,6
"sg:72254862c3654574a43bfa6372a4ca3d",120950171041,4
"sg:6f8d2cef6fce4472911012a41bf03975",120990007021,4
"sg:b202fd82990c42c5912506817d0129e1",120990049021,4
"sg:12fbd88eba564b50ba670adb6f41c865",121010321131,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",121090214061,4
"sg:361cded9d00b476fa624fe8d07183c22",121113821083,4
"sg:021d74af91bb48beae23d717dded2787",121130107072,4
"sg:9df450dfc3af4ef2a69c8d84af1cf365",121319506036,4
"sg:c22c52a86dfc44b3ad981fb216704095",130299203051,5
"sg:a3165a9aa5964d7caff97b458b5a7d91",131131402032,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",131210010012,4
"sg:12fbd88eba564b50ba670adb6f41c865",131210114143,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",131210116141,4
"sg:dc6935951f8041f5a38bf4f192d2ad2d",131350501092,4
"sg:3f66d7c129a04c209ed493d5bdae1355",131350506101,4
"sg:2e265cef57b1491db7fc0ef6d4389f37",131390002011,4
"sg:3c8ede17cb3948ffaecbe3656dd9bafa",131390002011,5
"sg:fcd669d945fa490d8220bd194a54b312",170978610123,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",170978646011,4
"sg:12fbd88eba564b50ba670adb6f41c865",181050004013,16
"sg:f7699f537a574c5ab5c5f7a17054097f",181050004013,4
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",191210602001,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",210150703091,4
"sg:361cded9d00b476fa624fe8d07183c22",210590007001,4
"sg:5ec39fadef484fac90c3f6ad6331be98",210670009002,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",210670039133,8
"sg:549d0fc7b6cb4a398df75bac88ee5343",210699202001,4
"sg:427a8540011e4ad7846df1f03f069f1b",210930007004,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",211110108003,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",211379203001,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",212090402032,4
"sg:2f0215a5e2aa46b287a7b5e046327188",212270107012,4
"sg:427a8540011e4ad7846df1f03f069f1b",212359205002,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",220710122001,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",230050040012,4
"sg:f7699f537a574c5ab5c5f7a17054097f",230050041003,4
"sg:163d96d4a62e408784981b31f6b98ce6",240010018001,4
"sg:986e30e1402443ad80d272c364ecd639",240037011022,4
"sg:12fbd88eba564b50ba670adb6f41c865",240037014002,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",240037014002,6
"sg:adbc2f3909b647d3904402c88e7822ca",240037014002,4
"sg:bca668d773384b9096f2c71525252472",240037023002,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240037023003,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240037023003,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240037027022,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240037070023,4
"sg:bd537848cce7430e94c602c527e83fb3",240037070023,4
"sg:12fbd88eba564b50ba670adb6f41c865",240037080012,9
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240037304022,8
"sg:8e8a2d1512594dbfb316989199e030f6",240037304022,8
"sg:a2633b1ff9b849c28f7da6127226252c",240037304022,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240037304022,8
"sg:d737927cfcb44f55bc76d81a62103970",240037304022,4
"sg:87f58dcadbcb44beae3241da5e174dcb",240037305021,4
"sg:344406d191204b9990339956aecec544",240037306042,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240037306042,12
"sg:7cc0f8bf550343daace4e4c6475cab8f",240037306042,4
"sg:8754b23c61b84add83913e2957ebf833",240037306042,12
"sg:bb3409fe37274b9ba50c4d7e359790d8",240037306042,4
"sg:bd537848cce7430e94c602c527e83fb3",240037306042,4
"sg:fcd669d945fa490d8220bd194a54b312",240037306042,4
"sg:8a483bdf17ea4451bbe7029bc41267d3",240037307002,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240037311022,4
"sg:e4cf311fca554f289ab814d75617232e",240054044022,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240054086022,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240054086022,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240054301042,8
"sg:724e75fddf494a9d9f1202ef2eb8530d",240054502001,4
"sg:238ceceff5bf422eaa387510a6427711",240054905002,4
"sg:fcd669d945fa490d8220bd194a54b312",240054912012,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240178505002,4
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",240178513022,4
"sg:25d381c5fd4e40b4a1e5a42253683166",240217402002,4
"sg:2f9c1c82212c45cdbccbb15fd424150e",240217402002,4
"sg:1f366bfe14814bccbbc962d3971db81c",240217505052,8
"sg:1f366bfe14814bccbbc962d3971db81c",240217505053,4
"sg:bd537848cce7430e94c602c527e83fb3",240217505053,4
"sg:fcd669d945fa490d8220bd194a54b312",240217505053,4
"sg:cad6300c521148c9908bf505a413444d",240217505063,4
"sg:25d381c5fd4e40b4a1e5a42253683166",240217507011,4
"sg:986e30e1402443ad80d272c364ecd639",240217508033,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217510023,8
"sg:86272b829e014462b83f3abad9df369f",240217510041,12
"sg:2f9c1c82212c45cdbccbb15fd424150e",240217510042,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240217512021,4
"sg:3622cbb8b7ff4780b0c0e59d4655305b",240217516001,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217517021,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240217519042,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240217519042,4
"sg:fcd669d945fa490d8220bd194a54b312",240217519042,8
"sg:8144cd3a2ac44a03a4e764b739d27355",240217521022,4
"sg:344406d191204b9990339956aecec544",240217522012,8
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240217522012,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217522012,9
"sg:8754b23c61b84add83913e2957ebf833",240217522012,30
"sg:bd537848cce7430e94c602c527e83fb3",240217522012,4
"sg:986e30e1402443ad80d272c364ecd639",240217523012,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240217523013,16
"sg:fcd669d945fa490d8220bd194a54b312",240217523013,12
"sg:c22c52a86dfc44b3ad981fb216704095",240217523021,4
"sg:a2633b1ff9b849c28f7da6127226252c",240217523022,4
"sg:344406d191204b9990339956aecec544",240217523033,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240217523033,4
"sg:3c76d375210044768a62b72bd831f419",240217523033,4
"sg:66ee7caf99f24a658d0a00b9a2317ed6",240217523033,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217523033,12
"sg:8754b23c61b84add83913e2957ebf833",240217523033,8
"sg:8e8a2d1512594dbfb316989199e030f6",240217523033,4
"sg:bd537848cce7430e94c602c527e83fb3",240217523033,4
"sg:fcd669d945fa490d8220bd194a54b312",240217523033,12
"sg:8e8a2d1512594dbfb316989199e030f6",240217525012,4
"sg:344406d191204b9990339956aecec544",240217525014,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217525014,29
"sg:8e8a2d1512594dbfb316989199e030f6",240217525014,4
"sg:8144cd3a2ac44a03a4e764b739d27355",240217525021,20
"sg:2b12c241bd94430ab78509382bf93841",240217525022,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217530011,4
"sg:8e8a2d1512594dbfb316989199e030f6",240217530011,4
"sg:8754b23c61b84add83913e2957ebf833",240217530012,4
"sg:f7699f537a574c5ab5c5f7a17054097f",240217668004,5
"sg:8e8a2d1512594dbfb316989199e030f6",240217753021,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240217753025,12
"sg:197c0510c70f485caff5e11a99a44064",240217753026,4
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",240217753026,4
"sg:fcd669d945fa490d8220bd194a54b312",240217753026,4
"sg:66ee7caf99f24a658d0a00b9a2317ed6",240217754004,8
"sg:cad6300c521148c9908bf505a413444d",240217754004,4
"sg:d61a085387ac43fcafeb9be5716591b0",240217754004,4
"sg:174b7f7c03a64d4da887a319f88221fe",240217754005,8
"sg:25d381c5fd4e40b4a1e5a42253683166",240217754005,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240217754005,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240253012051,4
"sg:dde39608857a4e2f8ea9789d36634990",240253013012,4
"sg:427a8540011e4ad7846df1f03f069f1b",240253028011,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240253031015,4
"sg:bd537848cce7430e94c602c527e83fb3",240253035011,4
"sg:12fbd88eba564b50ba670adb6f41c865",240276011042,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240276021002,4
"sg:3c76d375210044768a62b72bd831f419",240276023022,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240276023022,4
"sg:2f9c1c82212c45cdbccbb15fd424150e",240276023061,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",240276054023,4
"sg:8e8a2d1512594dbfb316989199e030f6",240317001051,8
"sg:fcd669d945fa490d8220bd194a54b312",240317002051,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240317003063,4
"sg:3c76d375210044768a62b72bd831f419",240317003092,4
"sg:87f58dcadbcb44beae3241da5e174dcb",240317003111,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317006042,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",240317006043,4
"sg:3c8ede17cb3948ffaecbe3656dd9bafa",240317006062,4
"sg:021d74af91bb48beae23d717dded2787",240317006081,4
"sg:2b7664c01fa447f7ab44c96acfe24e62",240317007061,4
"sg:518ecccae67f40b087a4666701bf6f88",240317007061,4
"sg:fcd669d945fa490d8220bd194a54b312",240317007061,4
"sg:986e30e1402443ad80d272c364ecd639",240317007171,4
"sg:8e8a2d1512594dbfb316989199e030f6",240317007221,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317007241,4
"sg:fcd669d945fa490d8220bd194a54b312",240317008103,8
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",240317008134,4
"sg:344406d191204b9990339956aecec544",240317008164,4
"sg:3180dff84e164ed1bce01bc2071832e1",240317008262,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317009051,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240317010063,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317011022,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240317011022,4
"sg:8a483bdf17ea4451bbe7029bc41267d3",240317012011,4
"sg:b202fd82990c42c5912506817d0129e1",240317012011,4
"sg:344406d191204b9990339956aecec544",240317012182,8
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317012182,33
"sg:7cc0f8bf550343daace4e4c6475cab8f",240317012182,20
"sg:8754b23c61b84add83913e2957ebf833",240317012182,16
"sg:8e8a2d1512594dbfb316989199e030f6",240317012182,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240317012182,8
"sg:bd537848cce7430e94c602c527e83fb3",240317012182,17
"sg:fcd669d945fa490d8220bd194a54b312",240317012182,11
"sg:c7a76fa349e0402ca744ee32a78dbbd4",240317012201,5
"sg:8e8a2d1512594dbfb316989199e030f6",240317013041,29
"sg:9df450dfc3af4ef2a69c8d84af1cf365",240317013122,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240317014144,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240317015033,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240317018002,4
"sg:8754b23c61b84add83913e2957ebf833",240317018002,4
"sg:8e8a2d1512594dbfb316989199e030f6",240317018002,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240317018002,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240317036013,4
"sg:f7699f537a574c5ab5c5f7a17054097f",240317045022,4
"sg:a2633b1ff9b849c28f7da6127226252c",240317060053,8
"sg:7c2a6db26e294e72b0595846addcfefa",240317060083,4
"sg:8e8a2d1512594dbfb316989199e030f6",240317060083,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240338002091,4
"sg:8144cd3a2ac44a03a4e764b739d27355",240338002091,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338002091,4
"sg:bd537848cce7430e94c602c527e83fb3",240338002091,4
"sg:fcd669d945fa490d8220bd194a54b312",240338002091,12
"sg:86272b829e014462b83f3abad9df369f",240338005132,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240338012072,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338012081,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240338013021,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240338014101,4
"sg:8754b23c61b84add83913e2957ebf833",240338019071,4
"sg:bd537848cce7430e94c602c527e83fb3",240338021042,4
"sg:206b3df975354bbdb39190d66ddb2c17",240338036051,6
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338036122,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338038011,4
"sg:e4cf311fca554f289ab814d75617232e",240338041022,4
"sg:bd537848cce7430e94c602c527e83fb3",240338043001,4
"sg:bd537848cce7430e94c602c527e83fb3",240338049003,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",240338052022,8
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338059061,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240338065013,4
"sg:fcd669d945fa490d8220bd194a54b312",240338073051,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",240358104002,5
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",240358104002,4
"sg:86272b829e014462b83f3abad9df369f",240378752022,4
"sg:a3165a9aa5964d7caff97b458b5a7d91",240378760024,4
"sg:f7699f537a574c5ab5c5f7a17054097f",240399301021,4
"sg:8754b23c61b84add83913e2957ebf833",240419601001,4
"sg:174b7f7c03a64d4da887a319f88221fe",240419602014,4
"sg:344406d191204b9990339956aecec544",240430103001,8
"sg:3ac43ac7989b40c386fc8ba2448a22ef",240430103001,29
"sg:7cc0f8bf550343daace4e4c6475cab8f",240430103001,33
"sg:8754b23c61b84add83913e2957ebf833",240430103001,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",240430103001,12
"sg:bd537848cce7430e94c602c527e83fb3",240430103001,4
"sg:fcd669d945fa490d8220bd194a54b312",240430103001,8
"sg:7cc0f8bf550343daace4e4c6475cab8f",240430109001,8
"sg:8e8a2d1512594dbfb316989199e030f6",240430109001,8
"sg:bb3409fe37274b9ba50c4d7e359790d8",240430109001,8
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",240430115003,8
"sg:bb3409fe37274b9ba50c4d7e359790d8",240430116001,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",240479509002,4
"sg:bd537848cce7430e94c602c527e83fb3",245102503012,4
"sg:1f366bfe14814bccbbc962d3971db81c",245102706004,4
"sg:8144cd3a2ac44a03a4e764b739d27355",250056131004,4
"sg:5597636f115c41a380c25a7530bd7ce1",250092532033,6
"sg:3ac43ac7989b40c386fc8ba2448a22ef",261112907001,5
"sg:4c805d827ceb4ea19787fca6b2a877cf",261635932001,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",270530228021,4
"sg:f4b5f4872a88413d877e8c09ae57a897",290499602002,6
"sg:8144cd3a2ac44a03a4e764b739d27355",290770049002,4
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",290770049002,8
"sg:8e8a2d1512594dbfb316989199e030f6",310550074464,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",310550074464,4
"sg:12fbd88eba564b50ba670adb6f41c865",310550074675,4
"sg:005837d9f50f45079db676fec7d1039c",340030471003,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",340030614003,4
"sg:dc6935951f8041f5a38bf4f192d2ad2d",340057038043,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",340090201013,4
"sg:238ceceff5bf422eaa387510a6427711",340130139005,4
"sg:f7699f537a574c5ab5c5f7a17054097f",340155012092,4
"sg:c22c52a86dfc44b3ad981fb216704095",340190107021,4
"sg:acb4136198cd4cb6a58ee28b073689da",340230076001,4
"sg:8144cd3a2ac44a03a4e764b739d27355",340258037001,4
"sg:2e659b0dc5614ec5b651fa1236ed49a5",340258097042,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",340297228001,4
"sg:f7699f537a574c5ab5c5f7a17054097f",340312463001,4
"sg:c22c52a86dfc44b3ad981fb216704095",340390376012,4
"sg:8144cd3a2ac44a03a4e764b739d27355",360550149031,4
"sg:a3165a9aa5964d7caff97b458b5a7d91",360594145021,4
"sg:c22c52a86dfc44b3ad981fb216704095",360595190004,4
"sg:dc78da91fea845b9b9b461b01d33d65b",360610063002,4
"sg:72254862c3654574a43bfa6372a4ca3d",360650207052,4
"sg:dc6935951f8041f5a38bf4f192d2ad2d",360790108002,5
"sg:7cc0f8bf550343daace4e4c6475cab8f",361031117041,4
"sg:9df450dfc3af4ef2a69c8d84af1cf365",370190203071,4
"sg:12fbd88eba564b50ba670adb6f41c865",370210009002,4
"sg:427a8540011e4ad7846df1f03f069f1b",370250407023,4
"sg:8754b23c61b84add83913e2957ebf833",370270313002,4
"sg:986e30e1402443ad80d272c364ecd639",370319709012,4
"sg:1cd43b4c599e4eb4895cbfb5f179b083",370350118013,4
"sg:f7699f537a574c5ab5c5f7a17054097f",370370201051,5
"sg:dde39608857a4e2f8ea9789d36634990",370399303001,9
"sg:3ac43ac7989b40c386fc8ba2448a22ef",370559701011,4
"sg:9df450dfc3af4ef2a69c8d84af1cf365",370559701011,4
"sg:8144cd3a2ac44a03a4e764b739d27355",370559704003,4
"sg:197c0510c70f485caff5e11a99a44064",370630018081,4
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",370630020183,4
"sg:f7699f537a574c5ab5c5f7a17054097f",370670014001,12
"sg:427a8540011e4ad7846df1f03f069f1b",370670031031,4
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",370670031071,4
"sg:12fbd88eba564b50ba670adb6f41c865",370670038052,4
"sg:41f267ecafc441cb8c5203c6973d0525",370670039091,4
"sg:c22c52a86dfc44b3ad981fb216704095",370810102002,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",370810119042,4
"sg:12fbd88eba564b50ba670adb6f41c865",370810126122,4
"sg:12fbd88eba564b50ba670adb6f41c865",370810127062,16
"sg:49e6e01347334a0da8cd011782913af8",370810154011,4
"sg:427a8540011e4ad7846df1f03f069f1b",370810157071,4
"sg:3622cbb8b7ff4780b0c0e59d4655305b",370810160051,4
"sg:12fbd88eba564b50ba670adb6f41c865",370810160082,4
"sg:12fbd88eba564b50ba670adb6f41c865",370810160102,28
"sg:12fbd88eba564b50ba670adb6f41c865",370810160111,4
"sg:13d4f6d024f4476cb25d4477f2ab945e",370810161011,4
"sg:5c981354e4764b4cb3918b756c205457",370810163031,4
"sg:d07c0f28168544b782d1749743e0d03a",370810163031,4
"sg:ffa9dd7a2bd047d385503dfa17a15489",370970613011,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",371010402031,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",371010415013,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",371010415013,4
"sg:f7699f537a574c5ab5c5f7a17054097f",371050304013,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",371090704004,4
"sg:5a68292af2e44c50baf64ffab0e5fa21",371090711012,4
"sg:8144cd3a2ac44a03a4e764b739d27355",371090711012,8
"sg:bb3409fe37274b9ba50c4d7e359790d8",371090711012,8
"sg:eb23e0ec07ba4be780cc657bf45ffcbd",371090711012,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",371150106003,4
"sg:3b3206833dae49e3b6f78cca3e6ecf56",371190001002,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",371190020041,4
"sg:b01f9a433f7d43e9a358df78a2cf778e",371190020043,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",371190024001,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",371190054042,4
"sg:d31d806194bc47cc9a0489aa402bff26",371190055233,4
"sg:e82b3dea34a94a759431b420c6b82b9d",371190055233,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",371190057121,4
"sg:427a8540011e4ad7846df1f03f069f1b",371190058234,4
"sg:d6476ea4440d458fadeb6275ca8c9567",371190058342,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",371190064042,4
"sg:2f9c1c82212c45cdbccbb15fd424150e",371259503014,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",371290116072,4
"sg:12fbd88eba564b50ba670adb6f41c865",371470017001,4
"sg:f7699f537a574c5ab5c5f7a17054097f",371559618021,4
"sg:954d77e55f09424cb8a7eadfcf37f8ef",371570404002,4
"sg:427a8540011e4ad7846df1f03f069f1b",371690701005,8
"sg:427a8540011e4ad7846df1f03f069f1b",371690702001,4
"sg:12fbd88eba564b50ba670adb6f41c865",371690705033,4
"sg:427a8540011e4ad7846df1f03f069f1b",371719301022,4
"sg:12fbd88eba564b50ba670adb6f41c865",371719302021,4
"sg:d31d806194bc47cc9a0489aa402bff26",371719303012,4
"sg:427a8540011e4ad7846df1f03f069f1b",371719307004,4
"sg:1e4fb918bc764cfdb6f213ca83b54af1",371719308011,4
"sg:427a8540011e4ad7846df1f03f069f1b",371719308013,8
"sg:427a8540011e4ad7846df1f03f069f1b",371719310022,4
"sg:9d10d3b380ac4567b003fa6de4c897eb",371719311011,4
"sg:2e659b0dc5614ec5b651fa1236ed49a5",371719311012,6
"sg:427a8540011e4ad7846df1f03f069f1b",371790210091,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",371830511022,4
"sg:bd537848cce7430e94c602c527e83fb3",371830524061,4
"sg:25d381c5fd4e40b4a1e5a42253683166",371830527052,4
"sg:12fbd88eba564b50ba670adb6f41c865",371830531071,8
"sg:bb3409fe37274b9ba50c4d7e359790d8",371830534132,4
"sg:bb3409fe37274b9ba50c4d7e359790d8",371830534161,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",371830538032,4
"sg:427a8540011e4ad7846df1f03f069f1b",371899204002,9
"sg:9215f3e63a184e99b976d5fe2c2ab0a6",371899204002,4
"sg:427a8540011e4ad7846df1f03f069f1b",390351771013,4
"sg:12fbd88eba564b50ba670adb6f41c865",390490093852,6
"sg:12fbd88eba564b50ba670adb6f41c865",390572106012,4
"sg:d4aa6f31c1fa4409a65ca07331808946",390599780004,4
"sg:09fd88d83f6d4623878155f48802444f",390610065002,4
"sg:163d96d4a62e408784981b31f6b98ce6",390610204012,4
"sg:37d99fd082414ba49fa8bf9a32bd98f3",390610214011,5
"sg:3ac43ac7989b40c386fc8ba2448a22ef",390739651001,4
"sg:7cc0f8bf550343daace4e4c6475cab8f",390739651003,4
"sg:005837d9f50f45079db676fec7d1039c",390910039004,4
"sg:511862e879b04411bb379e91356c09d7",390930951004,4
"sg:3c8ede17cb3948ffaecbe3656dd9bafa",390998140003,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",391517002003,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",391570218001,4
"sg:41f267ecafc441cb8c5203c6973d0525",401430067012,4
"sg:427a8540011e4ad7846df1f03f069f1b",401430067012,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",420010301021,4
"sg:9d70cb40b1b2499b86327fd9a1bc2922",420010304004,5
"sg:bd537848cce7430e94c602c527e83fb3",420010312011,4
"sg:9df450dfc3af4ef2a69c8d84af1cf365",420010316001,4
"sg:dde39608857a4e2f8ea9789d36634990",420031609002,4
"sg:c22c52a86dfc44b3ad981fb216704095",420034734012,4
"sg:f7699f537a574c5ab5c5f7a17054097f",420130101014,4
"sg:8144cd3a2ac44a03a4e764b739d27355",420171027002,8
"sg:3ac43ac7989b40c386fc8ba2448a22ef",420270110002,4
"sg:cad6300c521148c9908bf505a413444d",420270110002,4
"sg:dc6935951f8041f5a38bf4f192d2ad2d",420293001061,4
"sg:6cc5e8cb83a84370b6dee7a5b1864226",420293027042,4
"sg:986e30e1402443ad80d272c364ecd639",420293043001,9
"sg:2b12c241bd94430ab78509382bf93841",420293071001,4
"sg:bd537848cce7430e94c602c527e83fb3",420293074001,4
"sg:12fbd88eba564b50ba670adb6f41c865",420370509002,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",420430221001,4
"sg:f57c5bd356fe49b2aaa9b85ebfb72f06",420430224012,4
"sg:3ac43ac7989b40c386fc8ba2448a22ef",420454019003,4
